img,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,id
00000092.jpg,102.41897,112.31783,141.26894,98.55221,125.87998,159.51382,118.96506,157.66426,143.06322,98.3942,81.93611,167.56699,175.6063,80.60192,75.82856,3
00000094.jpg,91.29586,125.83981,146.4844,79.67763,128.43949,164.02119,142.59579,141.86782,143.07468,120.65345,66.1381,167.03601,164.18004,79.56923,102.55599,3
00000098.jpg,89.1959,117.10777,146.25434,96.63176,128.28623,159.40293,127.2778,152.936,141.27695,93.49972,87.77316,168.26653,174.13,79.20387,78.93424,3
00000099.jpg,83.34936,124.8417,133.70131,111.87401,125.36079,156.71853,131.49629,146.22271,142.12564,95.42825,77.54928,170.61099,176.91264,72.89146,74.56972,3
00000100.jpg,79.0634,113.9966,142.61495,96.30674,130.45833,165.72318,144.0142,144.91017,145.73454,95.49857,85.07557,164.59595,175.19223,85.975,85.89157,3
00000101.jpg,91.20797,115.68351,144.95509,95.01878,122.19945,169.05579,140.96752,142.87487,150.40556,105.70515,76.75738,166.60037,169.75331,70.00122,77.58231,3
00000102.png,103.25052,117.90782,140.71972,94.0046,130.60896,159.82669,136.74488,152.23526,148.48836,121.33724,68.16526,170.98452,162.1474,86.83603,107.19617,3
00000103.jpg,98.7494,104.47452,133.16267,110.73304,120.52012,160.80962,131.4272,160.62562,150.90071,96.06942,75.83908,169.41553,177.67124,75.12703,80.1955,3
00000106.jpg,95.86963,116.22893,149.42895,94.60566,123.20034,171.7096,153.08335,140.13868,154.26255,106.8789,76.48959,164.82757,168.95091,79.1515,85.56861,3
00000107.jpg,104.37236,117.36488,142.70358,93.11836,119.63456,163.33351,136.62443,157.90826,134.341,95.04258,82.36143,164.80276,176.72737,72.68,71.49616,3
00000108.jpg,84.19389,122.15611,142.41112,84.21088,121.03282,166.5801,138.54175,146.17883,138.71373,102.69383,74.26125,168.86302,174.02624,88.62995,95.88427,3
00000109.jpg,101.91062,123.3314,145.85533,87.35163,120.62567,165.74553,146.88433,152.53153,133.27417,91.56471,80.45296,160.29785,178.06272,80.83374,81.06796,3
00000112.jpg,78.37157,122.57684,133.19977,101.48789,121.41576,148.63634,133.11836,146.01544,133.39995,91.25987,78.69616,163.00642,175.24022,79.23834,82.34638,3
00000115.jpg,87.21012,124.14729,149.83537,76.98135,123.34533,166.28879,139.54757,132.38242,148.65371,118.94529,69.44065,168.60498,164.88355,95.72355,107.48714,3
00000118.jpg,88.6921,116.66496,145.93211,94.22645,117.00142,167.69204,135.32327,148.65367,138.54152,95.65491,79.19013,163.02166,178.08432,82.95121,81.28678,3
00000121.jpg,72.27231,119.97534,137.57215,101.30042,115.10937,165.93923,130.47925,146.87263,139.62812,90.25688,79.10187,164.50481,175.29908,72.71268,73.77019,3
00000124.jpg,79.0634,113.9966,142.61495,96.30674,130.45833,165.72318,144.0142,144.91017,145.73454,95.49857,85.07557,164.59595,175.19223,85.975,85.89157,3
00000125.jpg,87.21012,124.14729,149.83537,76.98135,123.34533,166.28879,139.54757,132.38242,148.65371,118.94529,69.44065,168.60498,164.88355,95.72355,107.48714,3
00000126.jpg,91.29586,125.83981,146.4844,79.67763,128.43949,164.02119,142.59579,141.86782,143.07468,120.65345,66.1381,167.03601,164.18004,79.56923,102.55599,3
00000128.jpg,97.36495,116.17248,145.56977,94.48881,129.08403,164.3274,131.30712,147.37107,141.55711,96.26039,83.69019,161.60719,172.77411,96.8885,88.16931,3
00000129.jpg,107.15239,116.61575,149.13558,94.89928,144.54325,166.65456,143.6612,150.17982,145.29327,99.6337,87.11281,173.84862,167.66074,86.21093,87.8895,3
00000132.png,82.27313,119.60134,127.55401,103.84994,115.64083,162.72305,123.46551,157.56793,142.44007,91.46279,78.20426,160.58277,178.80456,78.84444,79.23127,3
00000133.jpg,101.91062,123.3314,145.85533,87.35163,120.62567,165.74553,146.88433,152.53153,133.27417,91.56471,80.45296,160.29785,178.06272,80.83374,81.06796,3
00000134.jpg,84.19389,122.15611,142.41112,84.21088,121.03282,166.5801,138.54175,146.17883,138.71373,102.69383,74.26125,168.86302,174.02624,88.62995,95.88427,3
00000137.jpg,86.09191,126.86213,124.04133,103.19764,127.32217,160.33908,139.84771,145.65879,144.33111,102.84017,73.61239,165.37086,174.30569,51.99921,73.93226,3
00000138.jpg,72.27231,119.97534,137.57215,101.30042,115.10937,165.93923,130.47925,146.87263,139.62812,90.25688,79.10187,164.50481,175.29908,72.71268,73.77019,3
00000139.jpg,88.51913,92.9913,140.22308,123.31681,143.86387,151.56743,151.79322,143.1441,133.30869,101.13335,91.5475,171.14831,174.91299,70.46243,68.86236,3
00000140.jpg,88.6921,116.66496,145.93211,94.22645,117.00142,167.69204,135.32327,148.65367,138.54152,95.65491,79.19013,163.02166,178.08432,82.95121,81.28678,3
00000142.jpg,101.93283,114.3412,117.51383,95.35174,90.00827,155.8091,131.14273,148.67285,151.55324,103.48976,75.37694,175.30314,176.75401,82.0022,78.81003,3
00000143.jpg,86.552,111.2244,124.2633,118.59706,135.95873,146.83899,114.48737,148.17184,146.08938,90.37335,88.30562,160.32209,166.27858,75.81716,76.66361,3
00000144.jpg,100.10671,116.76743,135.89954,100.04879,121.11893,155.0747,126.96702,150.12264,142.80353,89.70172,77.93321,161.3117,176.28949,70.66399,80.12971,3
00000145.jpg,75.86668,119.06009,129.89246,110.25958,125.04811,134.22245,154.17692,149.89079,138.31521,98.75148,84.38372,174.37944,173.21466,71.95686,74.73193,3
00000146.jpg,98.86143,114.99305,144.88876,94.12617,132.70323,165.27566,133.03596,142.95967,140.54856,100.20928,76.52137,166.17191,173.5419,85.66151,61.34877,3
00000150.jpg,81.54518,113.32614,146.24088,99.26678,122.33955,161.79831,127.1039,149.51923,138.05884,94.98883,84.6567,164.84226,177.59687,83.06704,82.73807,3
00000151.jpg,88.08994,126.16676,139.07163,84.24573,123.99219,168.45784,148.68496,134.33163,145.00006,101.10369,75.99529,160.92845,176.05492,67.70828,79.5076,3
00000152.jpg,81.40774,120.7667,132.468,98.47201,120.38222,150.60999,129.58552,147.91427,131.6526,99.0134,77.71208,167.51653,178.19426,68.22343,66.72265,3
00000153.jpg,71.60891,105.1857,128.977,122.14904,133.63845,152.48169,97.146,149.77697,147.30956,106.13639,81.70804,172.99602,176.76568,73.26652,77.8116,3
00000154.jpg,73.25117,120.85892,145.76423,87.55556,125.54068,164.40282,131.57763,152.13911,131.32378,90.53406,91.37414,163.74658,169.88768,84.55454,84.49039,3
00000156.jpg,94.99651,125.73467,145.4781,78.36205,125.40569,164.88344,151.56949,137.78364,144.22313,112.03806,74.89342,140.58298,137.94825,82.7349,102.9729,3
00000158.jpg,75.86668,119.06009,129.89246,110.25958,125.04811,134.22245,154.17692,149.89079,138.31521,98.75148,84.38372,174.37944,173.21466,71.95686,74.73193,3
00000159.jpg,81.40774,120.7667,132.468,98.47201,120.38222,150.60999,129.58552,147.91427,131.6526,99.0134,77.71208,167.51653,178.19426,68.22343,66.72265,3
00000160.jpg,73.25117,120.85892,145.76423,87.55556,125.54068,164.40282,131.57763,152.13911,131.32378,90.53406,91.37414,163.74658,169.88768,84.55454,84.49039,3
00000162.jpg,88.08994,126.16676,139.07163,84.24573,123.99219,168.45784,148.68496,134.33163,145.00006,101.10369,75.99529,160.92845,176.05492,67.70828,79.5076,3
00000163.jpg,71.60891,105.1857,128.977,122.14904,133.63845,152.48169,97.146,149.77697,147.30956,106.13639,81.70804,172.99602,176.76568,73.26652,77.8116,3
00000165.jpg,94.99651,125.73467,145.4781,78.36205,125.40569,164.88344,151.56949,137.78364,144.22313,112.03806,74.89342,140.58298,137.94825,82.7349,102.9729,3
00000166.jpg,81.54518,113.32614,146.24088,99.26678,122.33955,161.79831,127.1039,149.51923,138.05884,94.98883,84.6567,164.84226,177.59687,83.06704,82.73807,3
00000170.jpg,101.12597,124.75412,145.98194,84.25409,112.08737,157.23331,114.87059,151.84939,133.81727,86.43022,79.46677,157.85699,177.10042,81.0625,81.2128,3
00000172.jpg,102.80242,116.21957,134.20814,99.70648,132.61058,165.24537,147.00655,133.26144,147.90817,104.8345,73.97857,158.89561,174.13075,71.36744,84.29201,3
00000175.jpg,87.10978,123.17373,133.33364,95.28566,127.36161,158.08752,107.58692,146.07173,144.41387,106.57091,69.12598,158.68565,169.80492,57.80769,68.35677,3
00000176.jpg,104.53855,116.91414,132.32274,92.09981,122.40193,156.47231,118.86366,150.52212,144.82411,96.46705,78.98159,166.26738,176.30634,71.88587,84.09079,3
00000179.jpg,100.64128,120.7727,131.4164,96.73278,128.68181,160.23156,128.96889,149.87795,142.56094,89.9784,80.36582,161.1311,173.35304,64.57199,70.12563,3
00000180.jpg,82.96062,124.70435,130.84642,98.53929,127.09156,162.92358,145.63379,134.73959,151.10062,104.25351,73.05175,164.34249,175.94947,62.29548,87.15728,3
00000183.jpg,91.35006,115.73831,147.26799,85.89604,127.40563,157.97747,144.58931,146.81518,141.32237,100.09274,90.63592,171.10834,166.24774,84.642,88.0379,3
00000187.jpg,91.08536,118.34104,135.32761,99.99953,124.83515,159.20038,140.92022,158.84322,134.95298,94.90994,80.02231,164.55058,172.04257,69.10054,74.05262,3
00000197.jpg,84.07975,124.01774,136.9268,98.30281,117.16642,173.16849,142.85338,142.45942,143.98622,106.08171,76.49057,174.73668,172.17519,80.69757,91.67521,3
00000198.png,82.15607,113.04262,131.32768,106.01002,127.28959,162.16046,125.69409,157.41213,135.87731,90.75358,80.91579,163.08368,175.09471,75.8285,78.72163,3
00000199.jpg,82.96062,124.70435,130.84642,98.53929,127.09156,162.92358,145.63379,134.73959,151.10062,104.25351,73.05175,164.34249,175.94947,62.29548,87.15728,3
00000201.jpg,100.64128,120.7727,131.4164,96.73278,128.68181,160.23156,128.96889,149.87795,142.56094,89.9784,80.36582,161.1311,173.35304,64.57199,70.12563,3
00000204.jpg,103.72876,128.72598,146.38529,82.58532,130.07614,147.6509,127.52962,129.16423,138.93712,121.76011,63.12555,171.27906,167.66393,103.01571,115.22439,3
00000209.jpg,82.34393,117.66575,144.22779,93.74488,128.80255,156.09463,135.81686,143.53402,140.31449,91.79758,90.37145,162.7718,173.50884,84.06915,71.71425,3
00000214.jpg,93.61594,122.08218,125.95752,97.45488,111.46126,151.58439,126.51092,153.13896,144.28456,92.42211,77.657,162.10107,177.71143,73.99017,78.09628,3
00000217.jpg,91.02911,126.78295,137.66574,89.53342,119.96246,160.17521,125.15215,143.08172,138.22076,96.08399,79.36321,164.46371,177.48539,74.46607,74.32027,3
00000229.jpg,82.24686,123.64988,135.69336,93.53299,124.3201,164.32843,134.59406,140.04943,148.09327,103.47593,72.35695,163.24781,175.10168,67.65469,84.43076,3
00000230.jpg,73.51706,125.3324,139.66889,89.54542,122.61252,157.77242,127.28843,140.8708,141.16637,93.94081,80.68952,162.44908,178.4193,69.52166,80.68268,3
00000238.jpg,95.71543,116.82684,129.96579,107.90249,121.76786,155.33493,123.79005,146.55482,141.8792,108.85166,72.06191,169.02548,170.70592,72.04791,96.9902,3
00000240.jpg,82.24686,123.64988,135.69336,93.53299,124.3201,164.32843,134.59406,140.04943,148.09327,103.47593,72.35695,163.24781,175.10168,67.65469,84.43076,3
00000241.jpg,92.60824,120.50482,143.01421,91.68427,123.48646,160.14524,122.13455,149.2272,141.25329,104.62496,78.86757,165.10767,174.26307,72.77765,88.09191,3
00000246.jpg,87.97172,121.9855,119.45706,134.8829,95.71928,146.0328,113.25407,149.06441,144.49836,96.88965,86.85012,175.65079,162.92081,81.49227,78.97705,3
00000247.jpg,98.096,120.59399,144.91948,88.40009,122.17394,171.31451,139.42036,149.24097,139.85382,101.13035,76.87841,160.28619,174.03898,72.56147,79.32879,3
00000248.jpg,71.64975,110.21849,138.19679,107.17232,125.20638,156.60342,122.27357,154.9441,136.74403,89.28244,85.76828,167.24566,174.69082,80.31561,77.34015,3
00000250.jpg,92.3518,116.76665,133.85418,97.31205,125.27283,160.61023,148.68292,145.23867,145.14745,96.3293,78.72604,155.76201,170.34993,104.99028,85.50407,3
00000264.jpg,82.40163,120.11061,143.84227,90.83429,128.17935,161.52452,132.01333,138.63835,142.76679,97.1845,82.13368,159.3284,176.20118,77.21091,84.48337,3
00000278.jpg,85.8636,124.20276,143.65883,84.00219,120.41021,169.01014,139.077,143.72959,139.05438,104.34345,73.13147,163.94885,173.89674,95.03633,98.11466,3
00000287.png,103.48396,119.3062,141.74296,87.02158,118.83559,165.72073,116.19683,156.54208,138.95976,90.35139,77.53417,156.50908,174.13078,79.23209,77.93661,3
00000288.jpg,84.97751,124.86181,147.58878,87.529,122.86341,169.10413,128.98378,139.98567,141.37922,107.72889,80.4085,168.44904,170.36914,74.0844,81.49325,3
00000290.png,96.53826,129.54424,143.38587,86.3652,125.91278,169.32451,136.58628,148.58927,135.13096,98.86448,78.68448,166.61108,178.37166,90.66592,80.79998,3
00000291.jpg,58.34382,116.97927,133.66504,90.12457,111.5059,148.1825,116.17159,145.36402,134.03518,91.88013,79.94056,164.27668,170.80148,80.48163,83.24336,3
00000295.jpg,86.47676,117.54129,141.96919,90.71244,116.09994,168.23708,142.37835,148.23749,139.3025,96.27385,79.26621,165.93356,179.5041,81.7264,86.98848,3
00000299.jpg,91.1058,123.34957,136.21172,93.34987,116.0222,167.6719,142.47713,143.8145,142.80509,107.86821,65.14205,167.23647,171.03027,79.85665,88.70719,3
00000301.jpg,88.96337,124.61005,138.31241,97.34148,116.17505,154.36012,134.75759,143.23045,136.16177,84.29507,81.20657,157.36217,175.8843,82.47068,93.68608,3
00000303.jpg,96.4303,120.80944,146.36114,86.36788,121.72522,163.184,137.22387,151.35289,134.48376,93.63227,85.3052,162.35068,171.34956,78.16832,78.53976,3
00000308.jpg,100.59474,122.68315,143.67958,89.88573,122.57792,163.4984,131.70802,148.45013,138.80522,103.18645,73.73668,165.74759,178.98708,77.00455,82.16247,3
00000309.jpg,91.1058,123.34957,136.21172,93.34987,116.0222,167.6719,142.47713,143.8145,142.80509,107.86821,65.14205,167.23647,171.03027,79.85665,88.70719,3
00000310.png,109.9994,112.79342,125.73852,97.58029,147.26217,159.86348,113.0092,150.44492,152.24683,102.6776,73.8563,158.14134,173.83345,62.56366,69.02515,3
00000312.jpg,88.96337,124.61005,138.31241,97.34148,116.17505,154.36012,134.75759,143.23045,136.16177,84.29507,81.20657,157.36217,175.8843,82.47068,93.68608,3
00000314.jpg,96.4303,120.80944,146.36114,86.36788,121.72522,163.184,137.22387,151.35289,134.48376,93.63227,85.3052,162.35068,171.34956,78.16832,78.53976,3
00000316.jpg,101.48799,112.74693,142.69664,94.84511,138.22009,173.09335,153.03253,136.30933,164.70606,119.42775,63.51899,163.0989,175.72614,92.88206,96.27104,3
00000319.jpg,96.39282,118.19942,150.45146,90.89944,125.69478,168.16559,137.91617,148.30348,138.11039,95.04022,87.07421,162.02534,169.72537,84.65364,79.08116,3
00000323.jpg,106.91719,120.84406,133.15597,92.81983,124.68356,154.87334,130.88445,152.91213,139.89994,89.23701,81.89869,162.86835,169.53508,69.18789,78.71589,3
00000324.jpg,100.59474,122.68315,143.67958,89.88573,122.57792,163.4984,131.70802,148.45013,138.80522,103.18645,73.73668,165.74759,178.98708,77.00455,82.16247,3
00000325.jpg,95.39146,122.64114,127.41927,109.72614,129.16533,151.38255,131.19729,148.93081,143.65267,106.45568,65.71401,165.20659,170.47271,42.67641,76.599,3
00000326.jpg,102.9553,111.29484,129.52593,115.84984,125.03129,159.65916,129.32151,158.23089,146.98799,99.60612,70.20463,165.58661,176.58518,70.61031,77.5626,3
00000328.jpg,73.26054,115.86728,140.49596,94.26612,123.33861,164.60942,125.15567,148.87733,139.25676,93.63127,81.94473,164.39601,178.14034,86.93386,86.00479,3
00000329.jpg,80.27036,120.74227,139.44609,94.4286,120.22702,168.39473,127.15205,146.52347,139.95426,96.15601,78.78062,164.24943,178.34512,76.78934,77.6435,3
00000330.jpg,104.01467,116.19142,125.70343,126.27516,138.54306,149.40708,137.80722,149.4186,146.38721,101.13541,76.81964,168.10092,175.51351,89.03167,75.96249,3
00000334.jpg,104.5175,122.93454,136.8409,89.14401,121.5239,165.81824,152.6688,144.01933,145.9458,116.93068,86.40528,172.53616,167.32138,73.93036,74.47859,3
00000335.jpg,87.93207,124.03333,149.85547,76.49606,123.91011,165.87616,141.87081,132.35798,149.04964,119.83536,68.80315,168.98096,164.29736,96.18344,106.72183,3
00000342.jpg,80.57721,123.41616,131.99448,99.59394,124.74153,162.1323,144.96962,136.48304,150.3627,101.28105,76.38894,164.32346,175.23486,56.79257,63.09334,3
00000343.jpg,91.78083,117.49239,143.74469,96.1931,127.74224,157.69478,124.9341,151.40686,144.11145,95.48033,85.07041,166.91148,173.90194,79.05571,77.96259,3
00000344.jpg,77.48246,123.01092,131.31631,101.90302,118.20277,154.55577,125.73606,149.04381,139.18559,97.63144,76.35507,161.68432,178.81403,59.90162,75.55662,3
00000346.jpg,89.65543,105.6369,142.03644,107.8421,128.61329,164.6221,124.85809,151.92287,150.55513,93.41879,82.57537,162.57076,178.16706,76.63679,78.28611,3
00000347.jpg,86.90564,124.03941,140.89291,83.45017,121.83873,165.8359,138.85924,143.99853,139.55731,104.01208,74.34492,166.70859,170.83764,88.30518,98.25557,3
00000358.jpg,93.38033,120.45504,141.96351,91.07745,122.06737,160.9433,121.467,142.0357,142.85333,93.67386,81.56065,159.06493,176.76533,70.58515,77.14696,3
00000360.jpg,97.24542,143.22046,153.8594,101.81284,144.3158,158.07427,164.12828,129.09639,122.35636,89.54332,91.30237,155.91802,164.58124,85.5921,91.16901,3
00000366.png,85.49336,121.48893,139.78834,98.82405,113.35555,160.76885,130.87704,150.51008,135.04322,94.94102,75.80162,161.54317,172.10588,77.96249,81.59787,3
00000369.png,76.61497,111.53383,125.31239,119.42162,126.92839,159.02276,119.45812,156.22393,151.23373,93.04382,76.26799,164.95149,174.21797,75.48147,71.16938,3
00000372.jpg,100.2162,114.55766,132.31209,104.32548,124.44484,163.79795,137.51166,157.64219,140.53882,95.02609,79.24309,158.68585,165.26602,69.68278,76.34446,3
00000375.jpg,104.12144,122.19932,133.41822,94.26591,122.07961,166.13842,151.94972,145.75557,145.25424,102.45922,69.65446,164.17627,169.77791,77.52942,99.08975,3
00000376.jpg,95.84607,120.6715,137.22798,96.46786,115.55439,154.3893,133.11798,151.56163,137.81879,94.97351,76.40671,162.47001,172.22275,74.2516,75.81238,3
00000377.jpg,105.79631,99.53425,128.5034,116.78655,110.11083,160.78816,124.12003,170.42031,150.84348,87.53259,78.00453,166.90629,170.81065,71.38801,75.34435,3
00000378.jpg,48.47902,105.3048,140.811,105.29216,136.71506,149.50202,139.58115,161.43334,134.78904,86.79041,88.05555,164.73246,172.9084,85.5034,86.97989,3
00000382.jpg,97.1501,121.40263,138.78013,91.41467,123.89493,162.68273,140.26486,140.12096,151.4563,119.84137,64.19556,164.47019,169.38144,71.29749,96.38318,3
00000385.png,89.377,126.72353,138.72922,89.88252,117.71133,166.17589,136.00414,148.02899,136.75594,94.48439,77.3505,159.21643,174.36384,79.38872,79.6703,3
00000388.png,89.377,126.72353,138.72922,89.88252,117.71133,166.17589,136.00414,148.02899,136.75594,94.48439,77.3505,159.21643,174.36384,79.38872,79.6703,3
00000391.jpg,60.15779,119.58021,124.91534,114.52795,118.14611,176.31586,150.14695,40.80725,55.50437,94.93991,94.21749,84.49408,88.2542,46.71078,61.74097,3
00000420.jpg,84.64719,112.77069,144.47167,100.40101,124.55945,161.68534,120.91668,149.49215,142.4435,97.53082,83.20751,167.80107,177.13182,90.30566,84.99108,3
00000422.jpg,94.26447,119.50731,138.73589,98.26351,121.38051,157.25873,116.8824,153.78378,142.47823,107.46391,72.71067,172.97341,172.34894,67.81131,81.18049,3
00000423.jpg,104.0686,118.71723,136.76758,99.12254,116.47659,166.678,144.23297,150.91688,139.90375,91.52944,78.6605,162.64042,176.62206,72.40295,78.51209,3
00000001.jpg,69.16371,135.23361,133.28739,93.84612,114.52456,169.20793,162.46917,77.34811,77.61922,86.80141,122.81292,65.93553,68.98933,92.73335,89.36909,4
00000002.jpeg,115.2061,153.14272,136.98363,122.04782,127.10482,158.12355,157.80967,106.11018,117.48713,116.46288,121.60667,47.43198,37.63677,109.99712,110.50078,4
00000005.jpg,75.68715,152.59921,148.57301,106.10793,108.17918,169.931,169.01975,83.09679,78.07672,100.87768,133.07733,61.7236,61.97505,97.13283,96.66261,4
00000010.jpg,109.53291,146.37793,132.95876,117.70652,120.4396,163.49407,163.04855,113.54306,116.78611,112.65796,118.31183,61.42116,48.22217,97.01075,100.79891,4
00000019.jpg,125.99989,152.03272,133.14856,122.37397,128.40725,165.26071,157.50634,116.31401,128.1578,120.2389,126.49107,52.92501,48.45308,102.92512,112.31054,4
00000039.jpg,98.82583,150.08362,129.51396,121.99375,118.03689,168.17756,160.06342,119.27681,117.45417,115.78301,110.17704,62.94284,59.06371,105.82161,101.17462,4
00000052.jpg,98.82583,150.08362,129.51396,121.99375,118.03689,168.17756,160.06342,119.27681,117.45417,115.78301,110.17704,62.94284,59.06371,105.82161,101.17462,4
00000060.jpg,101.4927,154.75194,137.10441,107.78453,111.28063,155.94281,164.38792,95.47541,100.16278,112.54014,118.24935,74.07379,60.47089,96.70047,101.37017,4
00000062.jpg,86.36839,126.71457,111.50597,112.02456,126.74667,145.08246,144.56005,71.73317,82.56291,109.00006,111.51288,58.27147,57.05226,127.41,110.4077,4
00000074.jpg,124.84715,140.61127,128.65434,123.34291,121.41253,160.51139,158.48015,118.73646,119.71025,116.94944,129.3752,62.97325,51.08775,98.1888,107.538,4
00000076.jpg,69.84684,101.88074,98.74387,176.80249,175.82722,165.78602,169.2424,156.277,147.53817,93.95309,121.15432,46.39438,44.57863,104.56271,109.40276,4
00000078.jpg,94.07909,150.25097,130.17628,84.4894,115.24387,173.3765,153.9897,73.96894,81.95529,114.77208,117.81229,71.87442,75.89277,99.82572,102.75368,4
00000083.jpg,109.53291,146.37793,132.95876,117.70652,120.4396,163.49407,163.04855,113.54306,116.78611,112.65796,118.31183,61.42116,48.22217,97.01075,100.79891,4
00000086.jpg,71.28001,138.35068,121.00648,112.57772,124.28315,167.16306,155.1623,87.42547,84.53397,101.55133,113.67299,59.79195,62.6497,99.11652,93.5346,4
00000087.jpg,86.36839,126.71457,111.50597,112.02456,126.74667,145.08246,144.56005,71.73317,82.56291,109.00006,111.51288,58.27147,57.05226,127.41,110.4077,4
00000088.jpg,94.46267,157.66818,145.19692,103.95228,112.0965,165.94011,169.80013,97.38585,97.99223,105.47662,134.19962,56.74474,57.05922,104.08894,103.50801,4
00000092.png,162.35838,132.54771,148.84485,134.54683,121.61138,160.44417,162.12087,132.87298,129.03206,136.23314,157.9031,59.19581,103.02494,69.34209,94.13364,4
00000101.jpg,72.72219,112.57768,109.86785,96.22663,113.29306,137.83271,135.06162,52.76498,66.01402,124.29363,107.76444,43.35052,37.52071,102.6833,101.10939,4
00000102.jpg,84.67223,150.44212,141.08143,117.12617,109.77189,174.80337,176.02103,108.76996,102.22305,94.86754,127.78024,53.97521,59.46978,93.72649,87.24871,4
00000104.jpeg,126.61941,148.53788,133.51486,123.52055,129.17913,162.0257,152.94917,118.03038,130.16754,117.69886,127.16829,51.71602,47.79999,102.14894,111.34156,4
00000106.jpg,74.86936,168.86993,154.36993,109.34371,114.0587,170.20856,170.99588,99.03697,98.60183,101.17401,129.58869,67.47242,67.62834,99.84411,99.81575,4
00000126.JPG,134.24824,145.99791,143.83513,126.03022,129.4168,153.2726,161.18104,120.39254,129.86392,124.96641,132.28966,77.86442,57.77436,108.4622,112.0683,4
00000128.jpg,85.94788,126.34842,122.65922,124.60398,123.97361,133.15153,135.83697,80.0517,76.63085,115.88164,112.39014,53.51155,56.24628,105.30079,112.02995,4
00000132.jpg,93.40229,139.16028,150.59144,98.18543,125.40312,170.95997,172.09975,89.70588,91.05682,84.72061,127.24611,82.67962,87.99326,108.98777,105.21835,4
00000134.jpg,84.59808,136.37847,133.63771,124.77523,108.22759,150.50097,155.11893,97.26801,88.56253,119.10553,112.77288,56.73567,52.97065,104.67196,105.8177,4
00000154.jpg,107.88558,149.27796,113.45887,109.56352,125.06911,158.7632,145.37502,101.97222,113.21404,131.36108,126.55289,50.23395,64.34994,100.68905,103.04692,4
00000155.jpg,77.05298,174.09625,156.27789,96.80497,106.96952,160.66492,172.30577,90.24136,86.22513,94.83812,130.5765,53.65487,52.00845,102.97117,104.59835,4
00000163.jpg,142.35205,146.5639,147.29275,128.12818,127.99434,161.62825,163.19046,119.01736,122.46988,107.9454,115.55871,75.31062,59.79373,102.47103,106.95796,4
00000164.jpg,129.23679,167.77969,146.19172,125.34869,139.00174,157.02403,157.4768,105.9905,123.66083,119.00206,128.95115,48.73497,52.95019,109.1505,110.36088,4
00000171.jpg,76.40901,167.03712,156.39487,98.21724,104.16824,164.60149,172.50314,102.91307,95.70083,99.36429,127.86384,60.9109,69.79241,118.88915,97.87088,4
00000176.jpg,68.29481,144.66294,132.93975,97.89795,91.69057,169.91561,160.08599,75.89214,71.56351,94.6093,120.69986,56.96699,57.01794,95.6845,93.25872,4
00000177.jpg,84.55803,123.67489,112.69523,127.14194,132.39934,146.86603,148.13141,82.37625,77.91138,105.34811,116.00609,67.01516,64.30687,122.99802,112.37718,4
00000188.jpg,79.28767,155.61869,144.00953,129.52813,114.9618,168.51874,167.28127,107.33605,97.73988,104.86819,121.82113,66.44409,67.77281,107.97008,105.87297,4
00000191.jpg,69.04254,137.20183,127.71621,109.62862,126.99235,169.5557,163.11341,85.55409,89.26704,82.94499,129.51846,52.73117,52.48337,103.02597,93.34057,4
00000198.jpg,79.28767,155.61869,144.00953,129.52813,114.9618,168.51874,167.28127,107.33605,97.73988,104.86819,121.82113,66.44409,67.77281,107.97008,105.87297,4
00000202.jpg,69.04254,137.20183,127.71621,109.62862,126.99235,169.5557,163.11341,85.55409,89.26704,82.94499,129.51846,52.73117,52.48337,103.02597,93.34057,4
00000209.jpg,128.16724,164.24593,125.3982,117.51662,140.47988,125.18467,143.0656,120.93043,95.97777,131.25261,129.08567,44.68924,119.19309,88.85388,124.62633,4
00000212.jpg,85.26898,166.10221,112.79815,129.71149,119.40681,176.70759,173.2232,89.75106,70.97041,112.44329,114.13256,70.60089,83.02768,92.78446,96.43553,4
00000217.jpg,127.21005,130.39354,126.64272,128.81415,128.21467,147.7137,143.30342,129.3464,129.59261,123.37475,123.04844,46.80918,40.75039,111.79243,110.63508,4
00000229.jpg,126.53801,135.4317,130.09066,126.03413,121.69265,157.5794,157.49035,120.82455,120.93645,117.47907,129.5156,65.48258,50.95362,97.20537,104.6655,4
00000231.jpg,116.32914,120.08933,110.52935,143.41919,136.52936,144.33947,140.30637,133.65829,129.90619,106.38549,113.57268,43.49816,41.89933,109.32177,110.87253,4
00000233.jpg,90.5278,122.44457,146.84305,112.93499,120.13362,170.09431,172.22703,86.04957,90.61497,88.31454,132.09459,64.6852,60.54568,97.52798,96.49572,4
00000244.jpg,126.53801,135.4317,130.09066,126.03413,121.69265,157.5794,157.49035,120.82455,120.93645,117.47907,129.5156,65.48258,50.95362,97.20537,104.6655,4
00000258.jpg,80.62776,142.80292,118.89475,92.35107,104.59875,156.03167,152.36376,85.30411,80.60116,122.01368,112.23584,69.49974,68.39552,112.0027,111.57549,4
00000266.jpg,69.41288,106.2251,91.99481,96.62755,103.92672,128.88562,117.33218,22.38556,19.84541,108.24988,117.93048,56.13699,55.37144,108.48216,104.2882,4
00000269.jpg,117.59255,144.51183,118.76774,108.75502,124.30121,154.45137,156.20297,109.63519,120.26249,113.09856,111.82379,46.82166,50.69358,100.40065,108.19682,4
